np_tag_id,record_id,table_id,title,description
532,656,1,"SH_SAN_HNDWSH",""
533,658,1,"RURAL",""
534,659,1,"URBAN",""
535,660,1,"SH_SAN_SAFE",""
536,662,1,"RURAL",""
537,663,1,"URBAN",""
538,664,1,"6.4.1",""
539,665,1,"ER_H2O_WUEYST",""
540,666,1,"INDUSTRIES",""
541,667,1,"ISIC4_A01_A0210_A0322",""
542,668,1,"ISIC4_GTT",""
543,669,1,"2020",""
544,670,1,"1.1.1",""
545,671,1,"SI_POV_DAY1",""
546,672,1,"ChildALLAREABOTHSEX",""
547,673,1,"ElderlyALLAREABOTHSEX",""
548,674,1,"ALLAREABOTHSEX",""
549,675,1,"ALLAREAFEMALE",""
550,676,1,"ALLAREAMALE",""
551,677,1,"RURALBOTHSEX",""
552,678,1,"URBANBOTHSEX",""
553,679,1,"SI_POV_EMP1",""
554,681,1,"AdultFEMALE",""
555,682,1,"AdultMALE",""
556,683,1,"Young AdultBOTHSEX",""
557,684,1,"Young AdultFEMALE",""
558,685,1,"Young AdultMALE",""
559,686,1,"1.4.1",""
560,687,1,"SP_ACS_BSRVH2O",""
561,688,1,"RURAL",""
562,689,1,"URBAN",""
563,690,1,"SP_ACS_BSRVSAN",""
564,692,1,"RURAL",""
565,693,1,"URBAN",""
566,694,1,"13.1.1",""
567,695,1,"VC_DSR_AFFCT",""
568,696,1,"VC_DSR_DAFF",""
569,698,1,"VC_DSR_IJILN",""
570,700,1,"VC_DSR_MISS",""
571,702,1,"VC_DSR_MMHN",""
572,704,1,"VC_DSR_MORT",""
573,706,1,"VC_DSR_MTMP",""
574,708,1,"VC_DSR_PDAN",""
575,710,1,"VC_DSR_PDLN",""
576,712,1,"VC_DSR_PDYN",""
577,714,1,"13.1.2",""
578,715,1,"SG_DSR_LGRGSR",""
579,716,1,"17.1.1",""
580,717,1,"GR_G14_GDP",""
581,718,1,"GR_G14_XDC",""
582,720,1,"17.1.2",""
583,721,1,"GC_GOB_TAXD",""
584,722,1,"6.1.1",""
585,723,1,"SH_H2O_SAFE",""
586,724,1,"RURAL",""
587,725,1,"URBAN",""
588,726,1,"6.2.1",""
589,727,1,"SH_SAN_DEFECT",""
590,728,1,"RURAL",""
591,729,1,"URBAN",""
592,730,1,"SH_SAN_HNDWSH",""
593,732,1,"RURAL",""
594,733,1,"URBAN",""
595,734,1,"SH_SAN_SAFE",""
596,736,1,"RURAL",""
597,737,1,"URBAN",""
598,738,1,"6.4.1",""
599,739,1,"ER_H2O_WUEYST",""
600,740,1,"INDUSTRIES",""
601,741,1,"ISIC4_A01_A0210_A0322",""
602,742,1,"ISIC4_GTT",""
603,743,1,"Algeria",""
604,744,1,"2000",""
605,745,1,"1.1.1",""
606,746,1,"SI_POV_DAY1",""
607,747,1,"ChildALLAREABOTHSEX",""
608,748,1,"ElderlyALLAREABOTHSEX",""
609,749,1,"ALLAREABOTHSEX",""
610,750,1,"ALLAREAFEMALE",""
611,751,1,"ALLAREAMALE",""
612,752,1,"RURALBOTHSEX",""
613,753,1,"URBANBOTHSEX",""
614,754,1,"SI_POV_EMP1",""
615,756,1,"AdultFEMALE",""
616,757,1,"AdultMALE",""
617,758,1,"Young AdultBOTHSEX",""
618,759,1,"Young AdultFEMALE",""
619,760,1,"Young AdultMALE",""
620,761,1,"1.4.1",""
621,762,1,"SP_ACS_BSRVH2O",""
622,763,1,"RURAL",""
623,764,1,"URBAN",""
624,765,1,"SP_ACS_BSRVSAN",""
625,767,1,"RURAL",""
626,768,1,"URBAN",""
627,769,1,"13.1.1",""
628,770,1,"VC_DSR_AFFCT",""
629,771,1,"VC_DSR_DAFF",""
630,773,1,"VC_DSR_IJILN",""
631,775,1,"VC_DSR_MISS",""
632,777,1,"VC_DSR_MMHN",""
633,779,1,"VC_DSR_MORT",""
634,781,1,"VC_DSR_MTMP",""
635,783,1,"VC_DSR_PDAN",""
636,785,1,"VC_DSR_PDLN",""
637,787,1,"VC_DSR_PDYN",""
638,789,1,"13.1.2",""
639,790,1,"SG_DSR_LGRGSR",""
640,791,1,"17.1.1",""
641,792,1,"GR_G14_GDP",""
642,793,1,"GR_G14_XDC",""
643,795,1,"17.1.2",""
644,796,1,"GC_GOB_TAXD",""
645,797,1,"6.1.1",""
646,798,1,"SH_H2O_SAFE",""
647,799,1,"RURAL",""
648,800,1,"URBAN",""
649,801,1,"6.2.1",""
650,802,1,"SH_SAN_DEFECT",""
651,803,1,"RURAL",""
652,804,1,"URBAN",""
653,805,1,"SH_SAN_HNDWSH",""
654,807,1,"RURAL",""
655,808,1,"URBAN",""
656,809,1,"SH_SAN_SAFE",""
657,811,1,"RURAL",""
658,812,1,"URBAN",""
659,813,1,"6.4.1",""
660,814,1,"ER_H2O_WUEYST",""
661,815,1,"INDUSTRIES",""
662,816,1,"ISIC4_A01_A0210_A0322",""
663,817,1,"ISIC4_GTT",""
664,818,1,"2005",""
665,819,1,"1.1.1",""
666,820,1,"SI_POV_DAY1",""
667,821,1,"ChildALLAREABOTHSEX",""
668,822,1,"ElderlyALLAREABOTHSEX",""
669,823,1,"ALLAREABOTHSEX",""
670,824,1,"ALLAREAFEMALE",""
671,825,1,"ALLAREAMALE",""
672,826,1,"RURALBOTHSEX",""
673,827,1,"URBANBOTHSEX",""
674,828,1,"SI_POV_EMP1",""
675,830,1,"AdultFEMALE",""
676,831,1,"AdultMALE",""
677,832,1,"Young AdultBOTHSEX",""
