name,id,lat,lon,population,number,score,parent_country,success,is_altername
Rio Grande,0000208092,39.01456,-74.88156,854,4.0,1.0,USA,True,False
Republic,0000206885,37.12005,-93.48019,1072,,,USA,True,False
Washington,0000215793,47.7510741,-120.7401385,1000000,,,USA,True,False
Perth,0000209145,43.01757,-74.19402,3646,1.0,1.0,USA,True,False
Virginia,0000215288,37.4315734,-78.6568942,1000000,11.0,0.48139411736388577,USA,True,False
Crook County,0000211292,44.14219,-120.35658,0,,,USA,True,False
Oregon,0000211241,43.8041334,-120.5542012,1000000,,,USA,True,False
Portland,0000199664,41.57288,-72.64065,652503,,,USA,True,False
Oregon,0000211241,43.8041334,-120.5542012,1000000,,,USA,True,False
Ithaca,0000205462,43.2917,-84.6075,30788,1.0,0.5263157894736842,USA,True,False
New York,0000208422,40.7127753,-74.0059728,20201249,2.0,1.0,USA,True,False
New Haven,0000199631,41.30815,-72.92816,5123,,,USA,True,False
Connecticut,0000199541,41.6032207,-73.087749,3605944,,,USA,True,False
Garden County,0000207259,41.61943,-102.33544,1874,0.0,1.0,USA,True,False
Tuscumbia,0000197484,34.7312,-87.70253,205,,,USA,True,False
Louisiana,0000203829,30.9842977,-91.9623327,1000000,,,USA,True,False
Damascus,0000204539,39.28844,-77.20387,10952,18.0,0.5263157894736842,USA,True,False
Wyoming,0000216938,43.0759678,-107.2902839,1000000,0.0,0.2258905299739357,USA,True,False
Cheyenne,0000210973,35.61394,-99.67149,63335,4.0,0.5263157894736842,USA,True,False
Wheatland,0000199217,39.00989,-121.42301,3659,2.0,0.5263157894736842,USA,True,False
Rock Springs,0000216997,41.58746,-109.2029,23962,3.0,1.0,USA,True,False
New Smyrna Beach,0000200292,29.02582,-80.927,24298,,,USA,True,False
Montana,0000207013,46.8796822,-110.3625658,1084225,1.0,1.0,USA,True,False
Winnebago,0000202281,42.26613,-89.24122,787,6.0,0.5263157894736842,USA,True,False
Boone,0000202769,42.0597,-93.88023,12692,7.0,0.5263157894736842,USA,True,False
McHenry,0000201926,42.33335,-88.26675,26657,8.0,1.0,USA,True,False
Ogle County,0000202017,42.04264,-89.32065,51788,9.0,1.0,USA,True,False
DeKalb,0000201618,41.92947,-88.75036,43211,5.0,1.0,USA,True,False
Illinois,0000201442,40.6331249,-89.3985283,12812508,10.0,1.0,USA,True,False
Anchorage,0000197518,61.21806,-149.90028,298695,,,USA,True,False
San Diego,0000198980,32.71571,-117.16472,1394928,0.0,0.6764541006613759,USA,True,False
San Diego County,0000198982,33.0282,-116.77021,3298634,1.0,1.0,USA,True,False
Alaska,0000197513,64.2008413,-149.4936733,733391,2.0,1.0,USA,True,False
Ramona,0000198910,33.04171,-116.86808,20292,3.0,1.0,USA,True,False
Poway,0000198904,32.96282,-117.03586,50157,4.0,1.0,USA,True,False
El Cajon,0000198424,32.79477,-116.96253,103679,5.0,1.0,USA,True,False
La Mesa,0000198607,32.76783,-117.02308,728,6.0,1.0,USA,True,False
Nebraska,0000207176,41.4925374,-99.9018131,1961504,0.0,1.0,USA,True,False
Kansas,0000203119,39.011902,-98.4842465,1000000,3.0,0.4318936877076412,USA,True,False
Goodland,0000202441,40.76337,-87.29363,4457,2.0,0.5263157894736842,USA,True,False
Glendale,0000197689,33.53865,-112.18599,881,0.0,0.12195121951219512,USA,True,False
Philadelphia,0000206411,32.77152,-89.11673,1223,3.0,0.35714285714285715,USA,True,False
Kansas City,0000203267,39.11417,-94.62746,475378,4.0,0.5263157894736842,USA,True,False
Montana,0000207013,46.8796822,-110.3625658,1084225,4.0,1.0,USA,True,False
Gallatin,0000206665,39.91445,-93.96217,34334,1.0,0.5263157894736842,USA,True,False
Madison,0000197357,34.69926,-86.74833,503,2.0,0.06134969325153373,USA,True,False
Beaverhead County,0000207017,45.13273,-112.89889,9371,3.0,1.0,USA,True,False
Great Falls,0000207075,47.50024,-111.30081,59638,3.0,0.35714285714285715,USA,True,False
San Benito County,0000198974,36.60571,-121.075,64209,,,USA,True,False
Rock Port,0000206895,40.41111,-95.51693,1278,5.0,1.0,USA,True,False
Missouri,0000206502,37.9642529,-91.8318334,6154913,6.0,1.0,USA,True,False
New Mexico,0000208239,34.5199402,-105.8700901,2117522,,,USA,True,False
Te Awanga,0000131592,-39.63333,176.98333,768,,,NZL,True,False
Auckland,0000131377,-36.84853,174.76349,1470100,,,NZL,True,False
Valdosta,0000201133,30.83334,-83.28032,55378,,,USA,True,False
Utah,0000214983,39.3209801,-111.0937311,3271616,,,USA,True,False
Canton,0000200713,34.23676,-84.49076,3331,0.0,0.08474576271186439,USA,True,False
Scotia,0000209256,42.82647,-73.96429,850,1.0,1.0,USA,True,False
Inverness,0000197324,32.01488,-85.74606,1532,2.0,0.23584905660377356,USA,True,False
Halifax,0000204944,41.99121,-70.86199,833,5.0,0.35714285714285715,USA,True,False
Richmond County,0000201044,33.35963,-82.07355,0,10.0,0.25,USA,True,False
Los Osos,0000198692,35.31109,-120.8324,14276,,,USA,True,False
San Luis Obispo,0000198996,35.28275,-120.65962,47063,,,USA,True,False
Santa Barbara,0000199011,34.42083,-119.69819,91842,,,USA,True,False
Auckland,0000131377,-36.84853,174.76349,1470100,,,NZL,True,False
New South Wales,0000002982,-31.2532183,146.921099,8157735,,,AUS,True,False
South Australia,0000005187,-30.0002315,136.2091547,1767247,,,AUS,True,False
Washington,0000215793,47.7510741,-120.7401385,1000000,13.0,0.10478800580364345,USA,True,False
Brussels,0000216506,44.73611,-87.62093,1110,27.0,1.0,USA,True,False
Detroit,0000205341,42.33143,-83.04575,639111,30.0,1.0,USA,True,False
Florida,0000199794,27.6648274,-81.5157535,1000000,10.0,0.5628344237673027,USA,True,False
Wyoming,0000216938,43.0759678,-107.2902839,1000000,,,USA,True,False
Utah,0000214983,39.3209801,-111.0937311,3271616,,,USA,True,False
Arizona,0000197610,34.0489281,-111.0937311,7151502,,,USA,True,False
Colorado,0000199251,39.5500507,-105.7820674,5773714,,,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,10.0,0.3845039012357364,USA,True,False
Nevada,0000207415,38.8026097,-116.419389,1000000,7.0,0.3403141361256544,USA,True,False
Howard County,0000197969,34.08874,-93.99349,0,,,USA,True,False
Maryland,0000204446,39.0457549,-76.6412712,6177224,,,USA,True,False
Colorado Springs,0000199310,38.83388,-104.82136,478961,0.0,1.0,USA,True,False
Springs,0000209310,41.01621,-72.15924,6592,1.0,1.0,USA,True,False
West Virginia,0000216227,38.5976262,-80.4549026,1793716,0.0,1.0,USA,True,False
Morgantown,0000203701,37.2256,-86.6836,826,1.0,0.38167938931297707,USA,True,False
Preston County,0000216379,39.4693,-79.66816,34216,4.0,1.0,USA,True,False
West,0000214918,31.80238,-97.09167,2883,3.0,1.0,USA,True,False
Westover,0000197504,33.34955,-86.53582,4223,5.0,0.5263157894736842,USA,True,False
Utah,0000214983,39.3209801,-111.0937311,3271616,6.0,1.0,USA,True,False
North Carolina,0000209473,35.7595731,-79.0192997,10439388,7.0,1.0,USA,True,True
New York,0000208422,40.7127753,-74.0059728,20201249,6.0,1.0,USA,True,False
Harrison,0000197953,36.22979,-93.10768,7302,1.0,0.13368983957219252,USA,True,False
Louisiana,0000203829,30.9842977,-91.9623327,1000000,3.0,0.5909090909090908,USA,True,False
Tangipahoa,0000217420,30.87602,-90.51204,808,4.0,1.0,USA,True,False
Alaska,0000197513,64.2008413,-149.4936733,733391,0.0,1.0,USA,True,False
Bonita Springs,0000199856,26.33981,-81.7787,51704,22.0,1.0,USA,True,False
Bradford,0000204196,45.06673,-68.93781,788,24.0,0.21739130434782608,USA,True,False
Bonita,0000198228,32.65783,-117.03003,12538,5.0,1.0,USA,True,False
Spring Creek,0000207479,40.72659,-115.5859,12361,17.0,1.0,USA,True,False
Florida,0000199794,27.6648274,-81.5157535,1000000,12.0,0.5628344237673027,USA,True,False
Estero,0000200001,26.43814,-81.80675,30799,19.0,1.0,USA,True,False
Lee County,0000197342,32.60114,-85.35556,0,20.0,0.08333333333333333,USA,True,False
Chicago,0000201570,41.85003,-87.65005,2746388,,,USA,True,False
McHenry County,0000201927,42.32439,-88.45245,0,,,USA,True,False
Massachusetts,0000204811,42.4072107,-71.3824374,7029917,,,USA,True,False
Bristol,0000199550,41.67176,-72.94927,60452,,,USA,True,False
Plymouth,0000199662,41.67204,-73.05289,960,,,USA,True,False
Rhode Island,0000212809,41.5800945,-71.4774291,1097379,,,USA,True,False
Newport,0000198044,35.6048,-91.2818,2137,,,USA,True,False
Boston,0000200687,30.79186,-83.78989,545,,,USA,True,False
Quincy,0000198908,39.93682,-120.94647,7365,,,USA,True,False
Connecticut,0000199541,41.6032207,-73.087749,3605944,,,USA,True,False
Washington,0000215793,47.7510741,-120.7401385,1000000,,,USA,True,False
Westerly,0000212862,41.3776,-71.82729,17936,,,USA,True,False
Hopkinton,0000204967,42.22871,-71.52256,8261,,,USA,True,False
Providence,0000203748,38.57451,-85.22107,7124,,,USA,True,False
Pawcatuck,0000199657,41.37732,-71.83368,5624,,,USA,True,False
San Diego,0000198980,32.71571,-117.16472,1394928,0.0,0.6764541006613759,USA,True,False
San Diego County,0000198982,33.0282,-116.77021,3298634,0.0,1.0,USA,True,False
Oroville,0000198843,39.51394,-121.55776,1677,19.0,0.5263157894736842,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,17.0,0.3845039012357364,USA,True,False
Nevada,0000207415,38.8026097,-116.419389,1000000,11.0,0.3403141361256544,USA,True,False
San Luis Obispo County,0000198997,35.38742,-120.4522,282424,15.0,1.0,USA,True,False
Shasta,0000199047,40.59932,-122.49196,1771,18.0,1.0,USA,True,False
Oroville,0000198843,39.51394,-121.55776,1677,7.0,0.5263157894736842,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,17.0,0.3845039012357364,USA,True,False
Nevada,0000207415,38.8026097,-116.419389,1000000,11.0,0.3403141361256544,USA,True,False
San Luis Obispo County,0000198997,35.38742,-120.4522,282424,15.0,1.0,USA,True,False
Shasta,0000199047,40.59932,-122.49196,1771,18.0,1.0,USA,True,False
Reservoir,0000218707,40.40674,-78.38029,0,19.0,1.0,USA,True,False
Chicago,0000201570,41.85003,-87.65005,2746388,,,USA,True,False
Louisiana,0000203829,30.9842977,-91.9623327,1000000,0.0,0.5909090909090908,USA,True,False
Louisiana,0000203829,30.9842977,-91.9623327,1000000,0.0,0.5909090909090908,USA,True,False
Ogle County,0000202017,42.04264,-89.32065,51788,0.0,1.0,USA,True,False
McHenry,0000201926,42.33335,-88.26675,26657,1.0,1.0,USA,True,False
Davenport,0000199956,28.1614,-81.60174,1672,2.0,0.35714285714285715,USA,True,False
Iowa,0000202733,41.8780025,-93.097702,1000000,4.0,0.5909090909090908,USA,True,False
Missouri,0000206502,37.9642529,-91.8318334,6154913,5.0,1.0,USA,True,False
Illinois,0000201442,40.6331249,-89.3985283,12812508,6.0,1.0,USA,True,False
Chicago,0000201570,41.85003,-87.65005,2746388,7.0,1.0,USA,True,False
Chicago,0000201570,41.85003,-87.65005,2746388,1.0,1.0,USA,True,False
Boone,0000202769,42.0597,-93.88023,12692,2.0,0.5263157894736842,USA,True,False
McHenry,0000201926,42.33335,-88.26675,26657,3.0,1.0,USA,True,False
Ogle County,0000202017,42.04264,-89.32065,51788,4.0,1.0,USA,True,False
Winnebago,0000202281,42.26613,-89.24122,787,5.0,0.5263157894736842,USA,True,False
Williston,0000200616,29.38747,-82.44677,26977,2.0,0.2702702702702703,USA,True,False
North Dakota,0000210028,47.5514926,-101.0020119,779094,3.0,1.0,USA,True,False
Oklahoma City,0000211140,35.46756,-97.51643,681054,4.0,1.0,USA,True,False
Helena,0000197310,33.29622,-86.8436,30581,2.0,0.18181818181818182,USA,True,False
New Mexico,0000208239,34.5199402,-105.8700901,2117522,3.0,1.0,USA,True,False
Cleveland,0000197209,33.99093,-86.57749,1468,,,USA,True,False
Ohio,0000210163,40.4172871,-82.907123,11799448,,,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,,,USA,True,False
Utah,0000214983,39.3209801,-111.0937311,3271616,,,USA,True,False
Colorado,0000199251,39.5500507,-105.7820674,5773714,,,USA,True,False
Wyoming,0000216938,43.0759678,-107.2902839,1000000,,,USA,True,False
New Mexico,0000208239,34.5199402,-105.8700901,2117522,,,USA,True,False
Nevada,0000207415,38.8026097,-116.419389,1000000,,,USA,True,False
Arizona,0000197610,34.0489281,-111.0937311,7151502,,,USA,True,False
New Jersey,0000207685,40.0583238,-74.4056612,9288994,,,USA,True,False
Tauranga,0000131406,-37.68611,176.16667,110338,,,NZL,True,False
Cambridge,0000131511,-37.87822,175.4402,15192,,,NZL,True,False
Auckland,0000131377,-36.84853,174.76349,1470100,,,NZL,True,False
Hamilton,0000131513,-37.78333,175.28333,176500,,,NZL,True,False
Taupo,0000131522,-38.68333,176.08333,26000,,,NZL,True,False
Chicago,0000201570,41.85003,-87.65005,2746388,0.0,1.0,USA,True,False
Rio Grande,0000208092,39.01456,-74.88156,854,4.0,1.0,USA,True,False
Buffalo,0000202776,41.45642,-90.72347,4632,6.0,0.10989010989010987,USA,True,False
Niagara,0000216751,45.77135,-87.99485,1587,5.0,1.0,USA,True,False
Madera County,0000198703,37.21804,-119.76265,156255,,,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,,,USA,True,False
North,0000217751,33.61571,-81.10204,742,2.0,1.0,USA,True,False
Williston,0000200616,29.38747,-82.44677,26977,3.0,0.2702702702702703,USA,True,False
Oklahoma City,0000211140,35.46756,-97.51643,681054,4.0,1.0,USA,True,False
Idaho,0000201299,44.0682019,-114.7420408,1839106,,,USA,True,False
Montgomery County,0000197379,32.22026,-86.20761,0,,,USA,True,False
Selma,0000197445,32.40736,-87.0211,695,,,USA,True,False
Perry County,0000197408,32.63847,-87.2944,0,,,USA,True,False
Concordia,0000203175,39.57084,-97.66254,3092,,,USA,True,False
Charleston,0000197882,35.29704,-94.03632,1567,3.0,0.14992503748125932,USA,True,False
West Virginia,0000216227,38.5976262,-80.4549026,1793716,2.0,1.0,USA,True,False
Kentucky,0000203439,37.8393332,-84.2700179,4505836,4.0,1.0,USA,True,False
Ohio,0000210163,40.4172871,-82.907123,11799448,5.0,1.0,USA,True,False
Michigan,0000205217,44.3148443,-85.6023643,10077331,10.0,1.0,USA,True,False
Mississippi,0000206206,32.3546679,-89.3985283,2961279,11.0,1.0,USA,True,False
Tennessee,0000213316,35.5174913,-86.5804473,6910840,3.0,1.0,USA,True,False
Louisiana,0000203829,30.9842977,-91.9623327,1000000,4.0,0.5909090909090908,USA,True,False
Illinois,0000201442,40.6331249,-89.3985283,12812508,5.0,1.0,USA,True,False
Texas,0000213703,31.9685988,-99.9018131,29145505,6.0,1.0,USA,True,False
Oklahoma,0000210920,35.4675602,-97.5164276,1000000,7.0,0.4318936877076412,USA,True,False
Ohio,0000210163,40.4172871,-82.907123,11799448,9.0,1.0,USA,True,False
Alabama,0000197134,32.3182314,-86.902298,1000000,12.0,0.5909090909090908,USA,True,False
Wasatch County,0000215171,40.33035,-111.16847,34788,,,USA,True,False
Colorado City,0000197656,36.99026,-112.97577,4117,,,USA,True,False
Los Angeles,0000198686,34.05223,-118.24368,3898747,1.0,1.0,USA,True,False
Oxnard,0000198845,34.1975,-119.17705,207254,2.0,1.0,USA,True,False
Los Angeles County,0000198687,34.19801,-118.26102,10014009,6.0,1.0,USA,True,False
Colorado Springs,0000199310,38.83388,-104.82136,478961,18.0,1.0,USA,True,False
Colorado,0000199251,39.5500507,-105.7820674,5773714,7.0,1.0,USA,True,False
Pueblo,0000199479,38.25445,-104.60914,111876,14.0,1.0,USA,True,False
El Paso,0000201653,40.7392,-89.01646,681124,4.0,0.6287370558758621,USA,True,False
Teller County,0000199515,38.88217,-105.16183,24710,16.0,1.0,USA,True,False
Commerce City,0000199313,39.80832,-104.93387,53696,3.0,1.0,USA,True,False
Colorado,0000199251,39.5500507,-105.7820674,5773714,4.0,1.0,USA,True,False
Travis County,0000214865,30.33469,-97.78195,1290188,5.0,1.0,USA,True,False
Austin,0000197849,34.99842,-91.98376,550,4.0,0.2702702702702703,USA,True,False
Frankfort,0000201691,41.49587,-87.84866,2507,0.0,0.17064846416382248,USA,True,False
Kentucky,0000203439,37.8393332,-84.2700179,4505836,2.0,1.0,USA,True,False
Louisiana,0000203829,30.9842977,-91.9623327,1000000,0.0,0.5909090909090908,USA,True,False
Florida,0000199794,27.6648274,-81.5157535,1000000,7.0,0.5628344237673027,USA,True,False
Tallahassee,0000200517,30.43826,-84.28073,196169,1.0,1.0,USA,True,False
Brussels,0000216506,44.73611,-87.62093,1110,0.0,1.0,USA,True,False
New Britain,0000199627,41.66121,-72.77954,3017,2.0,0.5263157894736842,USA,True,False
New Britain,0000199627,41.66121,-72.77954,3017,0.0,0.5263157894736842,USA,True,False
Nebraska,0000207176,41.4925374,-99.9018131,1961504,2.0,1.0,USA,True,False
San Bernardino,0000198975,34.10834,-117.28977,222101,,,USA,True,False
Idaho,0000201299,44.0682019,-114.7420408,1839106,15.0,1.0,USA,True,False
Pocatello,0000201408,42.8713,-112.44553,56320,2.0,1.0,USA,True,False
Idaho Falls,0000201362,43.46658,-112.03414,64818,4.0,1.0,USA,True,False
Rexburg,0000201415,43.82602,-111.78969,39409,5.0,1.0,USA,True,False
Ririe,0000219145,43.63186,-111.77357,637,6.0,1.0,USA,True,False
Soda Springs,0000201425,42.65437,-111.60467,3133,8.0,1.0,USA,True,False
Sun Valley,0000197798,34.2542,-111.26125,1422,11.0,0.29154518950437314,USA,True,False
Island Park,0000208863,40.60427,-73.65541,4766,13.0,1.0,USA,True,False
Kilgore,0000214308,32.38626,-94.87577,14947,14.0,1.0,USA,True,False
Seminole County,0000200467,28.71698,-81.2363,0,3.0,0.3333333333333333,USA,True,False
Oregon,0000211241,43.8041334,-120.5542012,1000000,1.0,0.28077753779697623,USA,True,False
Nevada,0000207415,38.8026097,-116.419389,1000000,3.0,0.3403141361256544,USA,True,False
Washington,0000215793,47.7510741,-120.7401385,1000000,4.0,0.10478800580364345,USA,True,False
Kansas,0000203119,39.011902,-98.4842465,1000000,0.0,0.4318936877076412,USA,True,False
Colorado,0000199251,39.5500507,-105.7820674,5773714,11.0,1.0,USA,True,False
Denver,0000199328,39.73915,-104.9847,715522,10.0,0.2702702702702703,USA,True,False
Glenwood,0000197938,34.32677,-93.55074,2568,12.0,0.2702702702702703,USA,True,False
Aspen,0000199264,39.1911,-106.81754,7004,14.0,1.0,USA,True,False
Arizona,0000197610,34.0489281,-111.0937311,7151502,2.0,1.0,USA,True,False
Flagstaff,0000197678,35.19807,-111.65127,76831,1.0,1.0,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,3.0,0.3845039012357364,USA,True,False
Las Vegas,0000207452,36.17497,-115.13722,623747,4.0,0.578368999421631,USA,True,False
New Mexico,0000208239,34.5199402,-105.8700901,2117522,12.0,1.0,USA,True,False
Colorado,0000199251,39.5500507,-105.7820674,5773714,20.0,1.0,USA,True,False
Illinois,0000201442,40.6331249,-89.3985283,12812508,7.0,1.0,USA,True,False
Kansas,0000203119,39.011902,-98.4842465,1000000,13.0,0.4318936877076412,USA,True,False
Iowa,0000202733,41.8780025,-93.097702,1000000,14.0,0.5909090909090908,USA,True,False
Wisconsin,0000216445,43.7844397,-88.7878678,5893718,16.0,1.0,USA,True,False
Minnesota,0000205745,46.729553,-94.6858998,5706494,15.0,1.0,USA,True,False
Omaha,0000207333,41.25626,-95.94043,486051,17.0,1.0,USA,True,False
Milwaukee,0000216722,43.0389,-87.90647,577222,18.0,1.0,USA,True,False
Chicago,0000201570,41.85003,-87.65005,2746388,19.0,1.0,USA,True,False
Phoenix,0000197753,33.44838,-112.07404,4553,4.0,0.2702702702702703,USA,True,False
Buckeye,0000197629,33.37032,-112.58378,50876,1.0,1.0,USA,True,False
Peoria,0000197751,33.5806,-112.23738,190985,5.0,0.5263157894736842,USA,True,False
Glendale,0000197689,33.53865,-112.18599,881,6.0,0.12195121951219512,USA,True,False
Scottsdale,0000197781,33.50921,-111.89903,236839,7.0,1.0,USA,True,False
Maricopa County,0000197725,33.34883,-112.49123,4420568,8.0,1.0,USA,True,False
Arizona,0000197610,34.0489281,-111.0937311,7151502,9.0,1.0,USA,True,False
Yavapai County,0000197834,34.59988,-112.55387,236209,10.0,1.0,USA,True,False
Omaha,0000207333,41.25626,-95.94043,486051,2.0,1.0,USA,True,False
Sarpy County,0000207360,41.11293,-96.11199,190604,1.0,1.0,USA,True,False
Texas,0000213703,31.9685988,-99.9018131,29145505,,,USA,True,False
San Angelo,0000214718,31.46377,-100.43704,99893,,,USA,True,False
Lubbock,0000214411,33.57786,-101.85517,257141,,,USA,True,False
Midland,0000205541,43.61558,-84.24721,8962,,,USA,True,False
Del Rio,0000198380,37.74354,-121.01188,36153,,,USA,True,False
Alice,0000213714,27.75225,-98.06972,17891,,,USA,True,False
Kingsville,0000204638,39.44872,-76.41774,26225,,,USA,True,False
McAllen,0000214447,26.20341,-98.23001,140269,,,USA,True,False
Texas,0000213703,31.9685988,-99.9018131,29145505,11.0,1.0,USA,True,False
San Angelo,0000214718,31.46377,-100.43704,99893,1.0,1.0,USA,True,False
Lubbock,0000214411,33.57786,-101.85517,257141,2.0,1.0,USA,True,False
Midland,0000205541,43.61558,-84.24721,8962,3.0,0.23584905660377356,USA,True,False
Beaver County,0000210939,36.74971,-100.47678,0,7.0,0.3333333333333333,USA,True,False
Ochiltree County,0000214542,36.27841,-100.81565,10015,8.0,1.0,USA,True,False
Texas County,0000206961,37.31731,-91.96505,0,9.0,0.5,USA,True,False
Gray County,0000203227,37.7382,-100.43786,0,10.0,0.5,USA,True,False
New Britain,0000199627,41.66121,-72.77954,3017,0.0,0.5263157894736842,USA,True,False
Iowa,0000202733,41.8780025,-93.097702,1000000,0.0,0.5909090909090908,USA,True,False
Cedar Rapids,0000202790,42.00833,-91.64407,137710,3.0,1.0,USA,True,False
North Liberty,0000202580,41.53421,-86.42723,1919,4.0,0.5263157894736842,USA,True,False
Iowa City,0000202905,41.66113,-91.53017,74828,5.0,1.0,USA,True,False
Kansas City,0000203267,39.11417,-94.62746,475378,,,USA,True,False
Kansas,0000203119,39.011902,-98.4842465,1000000,,,USA,True,False
Shawnee,0000203392,39.04167,-94.72024,31286,,,USA,True,False
New Mexico,0000208239,34.5199402,-105.8700901,2117522,,,USA,True,False
Socorro County,0000208395,34.00724,-106.93033,16595,,,USA,True,False
Hawaii,0000201176,19.8967662,-155.5827818,1455271,,,USA,True,False
Ohio,0000210163,40.4172871,-82.907123,11799448,0.0,1.0,USA,True,False
Pennsylvania,0000211498,41.2033216,-77.1945247,13002700,1.0,1.0,USA,True,False
New York,0000208422,40.7127753,-74.0059728,20201249,2.0,1.0,USA,True,False
Florida,0000199794,27.6648274,-81.5157535,1000000,12.0,0.5628344237673027,USA,True,False
Tallahassee,0000200517,30.43826,-84.28073,196169,5.0,1.0,USA,True,False
Pittsburgh,0000212240,40.44062,-79.99589,302971,6.0,1.0,USA,True,False
Maine,0000204174,45.253783,-69.4454689,1000000,7.0,0.5909090909090908,USA,True,False
Oklahoma,0000210920,35.4675602,-97.5164276,1000000,9.0,0.4318936877076412,USA,True,False
Arkansas,0000197838,35.20105,-91.8318334,3011524,6.0,1.0,USA,True,False
Sheboygan,0000216846,43.75083,-87.71453,49929,1.0,1.0,USA,True,False
Madison,0000197357,34.69926,-86.74833,503,2.0,0.06134969325153373,USA,True,False
Milwaukee,0000216722,43.0389,-87.90647,577222,3.0,1.0,USA,True,False
La Jolla,0000198606,32.84727,-117.2742,502,,,USA,True,False
El Paso County,0000199343,38.83209,-104.52558,0,0.0,0.5,USA,True,False
El Paso,0000201653,40.7392,-89.01646,681124,1.0,0.6287370558758621,USA,True,False
Teller County,0000199515,38.88217,-105.16183,24710,2.0,1.0,USA,True,False
Pueblo County,0000199480,38.17342,-104.51285,168162,3.0,1.0,USA,True,False
Pueblo,0000199479,38.25445,-104.60914,111876,5.0,1.0,USA,True,False
Longmont,0000199433,40.16721,-105.10193,92088,0.0,1.0,USA,True,False
Westminster,0000199213,33.75918,-118.00673,116317,1.0,0.198019801980198,USA,True,False
Palos Verdes Estates,0000198856,33.80105,-118.39245,13682,,,USA,True,False
Maryland,0000204446,39.0457549,-76.6412712,6177224,,,USA,True,False
Dallas,0000200769,33.92371,-84.84077,15277,,,USA,True,False
Vineyard,0000199181,38.46449,-121.34692,24836,,,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,,,USA,True,False
Tucson,0000197815,32.22174,-110.92648,542629,,,USA,True,False
Santa Cruz County,0000197779,31.526,-110.84657,0,,,USA,True,False
Sacramento,0000198965,38.58157,-121.4944,524943,,,USA,True,False
Calaveras County,0000198262,38.20461,-120.55413,45292,,,USA,True,False
New York,0000208422,40.7127753,-74.0059728,20201249,,,USA,True,False
San Diego County,0000198982,33.0282,-116.77021,3298634,,,USA,True,False
Carlsbad,0000198282,33.15809,-117.35059,719,,,USA,True,False
Salinas,0000198969,36.67774,-121.6555,157380,,,USA,True,False
Santa Clara County,0000199014,37.23249,-121.69627,1936259,,,USA,True,False
College Park,0000200745,33.65344,-84.44937,32301,,,USA,True,False
Riverside,0000197430,33.60621,-86.20442,760,,,USA,True,False
San Bernardino,0000198975,34.10834,-117.28977,222101,,,USA,True,False
Los Angeles,0000198686,34.05223,-118.24368,3898747,,,USA,True,False
Ventura,0000199174,34.27834,-119.29317,110763,,,USA,True,False
Crook County,0000211292,44.14219,-120.35658,0,,,USA,True,False
Tulare County,0000199148,36.22016,-118.80047,473117,,,USA,True,False
Nevada,0000207415,38.8026097,-116.419389,1000000,,,USA,True,False
Utah,0000214983,39.3209801,-111.0937311,3271616,,,USA,True,False
Oregon,0000211241,43.8041334,-120.5542012,1000000,,,USA,True,False
San Diego,0000198980,32.71571,-117.16472,1394928,,,USA,True,False
Del Norte,0000199325,37.67889,-106.35337,1458,,,USA,True,False
Imperial County,0000198565,33.03951,-115.36532,179702,,,USA,True,False
Del Norte County,0000198377,41.74496,-123.95781,27743,,,USA,True,False
Shasta,0000199047,40.59932,-122.49196,1771,,,USA,True,False
Oroville,0000198843,39.51394,-121.55776,1677,,,USA,True,False
Chicago,0000201570,41.85003,-87.65005,2746388,1.0,1.0,USA,True,False
Sacramento,0000198965,38.58157,-121.4944,524943,8.0,1.0,USA,True,False
California,0000198127,36.778261,-119.4179324,1000000,1.0,0.3845039012357364,USA,True,False
Merced County,0000198737,37.19186,-120.71767,281202,3.0,1.0,USA,True,False
Shasta Lake,0000199049,40.68043,-122.37084,10159,4.0,1.0,USA,True,False
Oroville,0000198843,39.51394,-121.55776,1677,7.0,0.5263157894736842,USA,True,False
Reservoir,0000218707,40.40674,-78.38029,0,6.0,1.0,USA,True,False
San Joaquin,0000198988,36.60662,-120.18904,4022,9.0,1.0,USA,True,False
Burlington,0000199285,39.30611,-102.26936,8633,12.0,0.09174311926605501,USA,True,False
Iowa,0000202733,41.8780025,-93.097702,1000000,7.0,0.5909090909090908,USA,True,False
Illinois,0000201442,40.6331249,-89.3985283,12812508,9.0,1.0,USA,True,False
Wisconsin,0000216445,43.7844397,-88.7878678,5893718,6.0,1.0,USA,True,False
Davenport,0000199956,28.1614,-81.60174,1672,,,USA,True,False
Sacramento County,0000198966,38.44932,-121.34424,1585055,,,USA,True,False
San Bernardino,0000198975,34.10834,-117.28977,222101,,,USA,True,False
Wellington,0000131545,-41.28664,174.77557,418500,,,NZL,True,False
Mount Calvary,0000218839,43.82638,-88.24621,746,1.0,1.0,USA,True,False
Texas,0000213703,31.9685988,-99.9018131,29145505,0.0,1.0,USA,True,False
Austin,0000197849,34.99842,-91.98376,550,4.0,0.2702702702702703,USA,True,False
